"","State","Year","Type_code","Type","Gender","Age_group","Total"
"11552","Andhra Pradesh",2009,"Means_adopted","By Machine","Female","15-29",1
"92939","Himachal Pradesh",2010,"Causes","Divorce","Male","0-14",0
"236230","West Bengal",2010,"Means_adopted","By Fire-Arms","Male","45-59",2
"52911","D & N Haveli",2011,"Causes","Insanity/Mental Illness","Male","0-14",0
"15152","Arunachal Pradesh",2003,"Professional_Profile","House Wife","Male","60+",0
"18432","Arunachal Pradesh",2009,"Professional_Profile","House Wife","Female","15-29",6
"2757","A & N Islands",2005,"Professional_Profile","Unemployed","Male","45-59",1
"3815","A & N Islands",2007,"Professional_Profile","Service (Government)","Female","15-29",1
"174371","Odisha",2010,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","60+",0
"225912","Uttarakhand",2004,"Causes","Cancellation/Non-Settlement of Marriage","Male","60+",0
"190353","Rajasthan",2003,"Causes","Failure in Examination","Female","15-29",15
"171903","Odisha",2006,"Causes","Fall in Social Reputation","Female","60+",3
"183277","Punjab",2002,"Means_adopted","By Fire-Arms","Male","15-29",4
"84471","Haryana",2007,"Causes","Family Problems","Male","0-14",2
"152933","Meghalaya",2008,"Means_adopted","By coming under running vehicles/trains","Male","15-29",0
"55830","Daman & Diu",2004,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","45-59",0
"44591","Chhattisgarh",2008,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","30-44",13
"110638","Karnataka",2005,"Causes","Fall in Social Reputation","Female","60+",0
"124766","Lakshadweep",2006,"Education_Status","Diploma","Male","0-100+",0
"11962","Andhra Pradesh",2010,"Causes","Bankruptcy or Sudden change in Economic","Male","45-59",8
"12508","Andhra Pradesh",2011,"Causes","Other Causes (Please Specity)","Male","30-44",549
"64406","Delhi (Ut)",2007,"Means_adopted","By Fire-Arms","Male","15-29",5
"37050","Chandigarh",2006,"Professional_Profile","Service (Government)","Male","0-14",0
"178474","Puducherry",2006,"Causes","Other Causes (Please Specity)","Female","0-14",0
"7680","Andhra Pradesh",2002,"Means_adopted","By Self Infliction of injury","Male","45-59",1
"139356","Maharashtra",2008,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",3
"36241","Chandigarh",2005,"Causes","Suspected/Illicit Relation","Female","60+",0
"175586","Odisha",2012,"Professional_Profile","Service (Government)","Male","30-44",11
"53266","D & N Haveli",2011,"Means_adopted","By Fire-Arms","Female","45-59",0
"55112","Daman & Diu",2002,"Social_Status","Divorcee","Male","0-100+",0
"78211","Gujarat",2008,"Causes","Other Prolonged Illness","Female","0-14",1
"112666","Karnataka",2008,"Social_Status","Married","Female","0-100+",2715
"6233","A & N Islands",2012,"Causes","Insanity/Mental Illness","Male","15-29",6
"7886","Andhra Pradesh",2003,"Causes","Bankruptcy or Sudden change in Economic","Male","0-14",2
"182016","Puducherry",2012,"Causes","Ideological Causes/Hero Worshipping","Male","45-59",0
"7485","Andhra Pradesh",2002,"Causes","Family Problems","Male","45-59",349
"102995","Jharkhand",2003,"Professional_Profile","House Wife","Male","30-44",0
"228018","Uttarakhand",2008,"Causes","Fall in Social Reputation","Male","15-29",0
"83992","Haryana",2006,"Causes","Love Affairs","Female","30-44",0
"142755","Manipur",2002,"Causes","Poverty","Female","60+",0
"237363","West Bengal",2012,"Means_adopted","By Machine","Male","45-59",0
"167927","Nagaland",2011,"Causes","Dowry Dispute","Male","45-59",0
"12983","Andhra Pradesh",2012,"Causes","Suspected/Illicit Relation","Male","0-14",0
"185685","Punjab",2006,"Professional_Profile","House Wife","Male","15-29",0
"174319","Odisha",2010,"Means_adopted","By Consuming Insecticides","Male","30-44",285
"85912","Haryana",2009,"Means_adopted","By Overdose of sleeping pills","Female","30-44",0
"70999","Goa",2007,"Causes","Other Prolonged Illness","Female","30-44",5
"43300","Chhattisgarh",2005,"Professional_Profile","Service (Government)","Female","60+",1
"166563","Nagaland",2008,"Professional_Profile","Self-employed (Business activity)","Male","30-44",0
"93172","Himachal Pradesh",2010,"Education_Status","Primary","Female","0-100+",29
"233986","West Bengal",2006,"Means_adopted","By Consuming Insecticides","Female","60+",33
"190346","Rajasthan",2003,"Causes","Poverty","Female","15-29",1
"52489","D & N Haveli",2010,"Causes","Suspected/Illicit Relation","Female","45-59",0
"114588","Karnataka",2012,"Causes","Not having Children(Barrenness/Impotency","Female","60+",2
"108635","Karnataka",2001,"Professional_Profile","Others (Please Specify)","Female","30-44",54
"190639","Rajasthan",2003,"Means_adopted","By Consuming Other Poison","Female","30-44",38
"108672","Karnataka",2001,"Professional_Profile","Others (Please Specify)","Male","45-59",484
"186231","Punjab",2007,"Professional_Profile","Service (Private)","Female","15-29",3
"24053","Assam",2007,"Professional_Profile","Service (Private)","Male","0-14",0
"86866","Haryana",2011,"Causes","Fall in Social Reputation","Female","45-59",0
"148488","Manipur",2012,"Means_adopted","By Hanging","Male","30-44",6
"24838","Assam",2009,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",0
"169568","Odisha",2002,"Causes","Illness (Aids/STD)","Male","30-44",1
"128264","Lakshadweep",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","60+",0
"57222","Daman & Diu",2006,"Means_adopted","By Self Infliction of injury","Male","60+",0
"132643","Madhya Pradesh",2008,"Means_adopted","By Consuming Other Poison","Female","0-14",7
"103730","Jharkhand",2005,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","30-44",0
"24941","Assam",2009,"Causes","Paralysis","Male","60+",0
"50107","D & N Haveli",2006,"Causes","Suspected/Illicit Relation","Female","0-14",0
"68389","Goa",2002,"Means_adopted","By Fire/Self Immolation","Male","15-29",0
"132507","Madhya Pradesh",2008,"Causes","Death of Dear Person","Male","30-44",28
"116902","Kerala",2004,"Education_Status","Graduate","Female","0-100+",53
"116684","Kerala",2004,"Causes","Divorce","Male","0-14",0
"36063","Chandigarh",2005,"Causes","Suspected/Illicit Relation","Male","0-14",0
"149300","Meghalaya",2002,"Causes","Death of Dear Person","Female","15-29",0
"29564","Bihar",2005,"Means_adopted","By Jumping from (Building)","Male","0-14",0
"118746","Kerala",2007,"Means_adopted","By Consuming Insecticides","Female","60+",52
"10706","Andhra Pradesh",2008,"Causes","Poverty","Male","0-14",3
"92426","Himachal Pradesh",2009,"Causes","Divorce","Male","15-29",0
"194793","Rajasthan",2010,"Professional_Profile","Farming/Agriculture Activity","Female","60+",0
"95301","Jammu & Kashmir",2002,"Causes","Not having Children (Barrenness/Impotency","Male","30-44",0
"43616","Chhattisgarh",2006,"Means_adopted","By touching electric wires","Female","0-14",1
"214560","Tripura",2008,"Causes","Suspected/Illicit Relation","Male","45-59",0
"32249","Bihar",2010,"Causes","Not having Children(Barrenness/Impotency","Female","45-59",0
"111242","Karnataka",2006,"Education_Status","Post Graduate and Above","Female","0-100+",3
"132285","Madhya Pradesh",2007,"Professional_Profile","Public Sector Undertaking","Female","30-44",11
"152213","Meghalaya",2007,"Causes","Insanity/Mental Illness","Female","45-59",0
"79904","Gujarat",2011,"Causes","Fall in Social Reputation","Female","0-14",0
"79628","Gujarat",2010,"Means_adopted","By Jumping from (Building)","Female","0-14",2
"97309","Jammu & Kashmir",2005,"Professional_Profile","Unemployed","Male","0-14",0
"159238","Mizoram",2007,"Professional_Profile","Professional Activity","Male","0-14",0
"41876","Chhattisgarh",2003,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",1
"221786","Uttar Pradesh",2009,"Causes","Unemployment","Female","15-29",2
"143005","Manipur",2002,"Professional_Profile","Self-employed (Business activity)","Female","15-29",0
"38710","Chandigarh",2009,"Professional_Profile","Student","Female","0-14",1
"64910","Delhi (Ut)",2008,"Causes","Ideological Causes/Hero Worshipping","Male","60+",0
"185544","Punjab",2006,"Means_adopted","By Other means (please specify)","Female","30-44",0
"220593","Uttar Pradesh",2007,"Causes","Death of Dear Person","Male","0-14",0
"196660","Sikkim",2002,"Causes","Other Prolonged Illness","Male","30-44",1
"191522","Rajasthan",2005,"Causes","Causes Not known","Male","15-29",210
"63775","Delhi (Ut)",2006,"Causes","Love Affairs","Male","60+",0
"142026","Manipur",2001,"Causes","Divorce","Male","0-14",0
"173277","Odisha",2008,"Professional_Profile","Others (Please Specify)","Male","0-14",28
"57952","Daman & Diu",2008,"Causes","Unemployment","Male","0-14",0
"138747","Maharashtra",2007,"Causes","Property Dispute","Female","45-59",2
"23980","Assam",2007,"Means_adopted","By coming under running vehicles/trains","Female","45-59",2
"224174","Uttarakhand",2001,"Causes","Failure in Examination","Male","45-59",0
"196262","Sikkim",2001,"Means_adopted","By Over Alcoholism","Female","15-29",0
"213955","Tripura",2007,"Causes","Dowry Dispute","Male","30-44",0
"165597","Nagaland",2007,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"21792","Assam",2003,"Professional_Profile","Self-employed (Business activity)","Male","0-14",0
"176816","Puducherry",2003,"Causes","Failure in Examination","Male","0-14",0
"174815","Odisha",2011,"Means_adopted","By Jumping from (Other sites)","Male","0-14",3
"226827","Uttarakhand",2006,"Causes","Failure in Examination","Female","0-14",0
"134528","Madhya Pradesh",2011,"Professional_Profile","Public Sector Undertaking","Female","15-29",15
"159247","Mizoram",2007,"Professional_Profile","Service (Private)","Male","0-14",0
"182501","Punjab",2001,"Causes","Fall in Social Reputation","Female","30-44",16
"25482","Assam",2010,"Causes","Cancer","Male","45-59",10
"80637","Gujarat",2012,"Causes","Fall in Social Reputation","Female","45-59",1
"63023","Delhi (Ut)",2005,"Causes","Bankruptcy or Sudden change in Economic","Female","15-29",1
"236728","West Bengal",2011,"Means_adopted","By Self Infliction of injury","Male","15-29",3
"55160","Daman & Diu",2003,"Causes","Paralysis","Male","0-14",0
"145144","Manipur",2006,"Means_adopted","By Machine","Male","30-44",0
"217206","Uttar Pradesh",2001,"Causes","Fall in Social Reputation","Female","0-14",1
"77130","Gujarat",2006,"Causes","Failure in Examination","Female","15-29",29
"21075","Assam",2002,"Means_adopted","By Fire-Arms","Male","0-14",0
"85469","Haryana",2008,"Professional_Profile","Others (Please Specify)","Female","15-29",42
"55555","Daman & Diu",2003,"Professional_Profile","Retired Person","Female","0-14",0
"139685","Maharashtra",2008,"Professional_Profile","House Wife","Male","60+",247
"176194","Puducherry",2001,"Professional_Profile","Others (Please Specify)","Male","60+",1
"96193","Jammu & Kashmir",2003,"Professional_Profile","Retired Person","Female","15-29",0
"58694","Daman & Diu",2009,"Causes","Poverty","Female","60+",0
"122879","Lakshadweep",2003,"Causes","Bankruptcy or Sudden change in Economic","Male","0-14",0
"165111","Nagaland",2006,"Causes","Other Prolonged Illness","Female","45-59",0
"169906","Odisha",2002,"Professional_Profile","Retired Person","Male","15-29",0
"168288","Nagaland",2011,"Professional_Profile","Others (Please Specify)","Male","60+",0
"183168","Punjab",2002,"Causes","Family Problems","Female","60+",0
"7298","Andhra Pradesh",2002,"Causes","Illegitimate Pregnancy","Female","0-14",0
"38220","Chandigarh",2008,"Professional_Profile","Public Sector Undertaking","Female","45-59",0
"17173","Arunachal Pradesh",2007,"Means_adopted","By Overdose of sleeping pills","Male","15-29",0
"53636","D & N Haveli",2012,"Causes","Ideological Causes/Hero Worshipping","Male","45-59",0
"126277","Lakshadweep",2009,"Causes","Failure in Examination","Male","15-29",0
"91082","Himachal Pradesh",2006,"Means_adopted","By Over Alcoholism","Male","60+",0
"222561","Uttar Pradesh",2010,"Education_Status","Diploma","Male","0-100+",35
"131377","Madhya Pradesh",2006,"Causes","Unemployment","Male","30-44",4
"60211","Daman & Diu",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","15-29",0
"195307","Rajasthan",2011,"Professional_Profile","Self-employed (Business activity)","Female","30-44",7
"224478","Uttarakhand",2001,"Professional_Profile","Farming/Agriculture Activity","Male","30-44",9
"87771","Haryana",2012,"Professional_Profile","Professional Activity","Female","45-59",0
"168353","Nagaland",2012,"Causes","Cancer","Male","15-29",0
"99269","Jammu & Kashmir",2009,"Causes","Family Problems","Female","45-59",2
"190950","Rajasthan",2004,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"56052","Daman & Diu",2004,"Means_adopted","By Over Alcoholism","Female","45-59",0
"171822","Odisha",2006,"Causes","Illness (Aids/STD)","Male","30-44",2
"41252","Chhattisgarh",2002,"Causes","Not having Children (Barrenness/Impotency","Male","45-59",1
"131050","Madhya Pradesh",2005,"Means_adopted","By Jumping from (Building)","Female","45-59",0
"53664","D & N Haveli",2012,"Causes","Drug Abuse/Addiction","Female","60+",0
"10516","Andhra Pradesh",2007,"Means_adopted","By Hanging","Female","60+",44
"10134","Andhra Pradesh",2007,"Causes","Drug Abuse/Addiction","Female","0-14",0
"167330","Nagaland",2010,"Causes","Professional/Career Problem","Male","30-44",0
"169733","Odisha",2002,"Means_adopted","By Consuming Insecticides","Female","15-29",211
"91451","Himachal Pradesh",2007,"Causes","Family Problems","Male","60+",11
"134681","Madhya Pradesh",2012,"Causes","Divorce","Female","15-29",4
"37001","Chandigarh",2006,"Means_adopted","By coming under running vehicles/trains","Female","60+",0
"163975","Nagaland",2004,"Causes","Insanity/Mental Illness","Male","30-44",0
"172805","Odisha",2007,"Professional_Profile","Farming/Agriculture Activity","Male","60+",17
"43292","Chhattisgarh",2005,"Professional_Profile","Student","Male","45-59",0
"109510","Karnataka",2003,"Causes","Poverty","Female","60+",19
"16155","Arunachal Pradesh",2005,"Means_adopted","By Fire-Arms","Male","60+",0
"124194","Lakshadweep",2005,"Causes","Fall in Social Reputation","Male","60+",0
"187782","Punjab",2010,"Means_adopted","By coming under running vehicles/trains","Female","15-29",16
"46734","Chhattisgarh",2012,"Causes","Ideological Causes/Hero Worshipping","Female","0-14",0
"112741","Karnataka",2009,"Causes","Insanity/Mental Illness","Female","15-29",71
"153253","Meghalaya",2009,"Causes","Family Problems","Male","15-29",5
"94901","Jammu & Kashmir",2001,"Means_adopted","By Drowning","Male","0-14",0
"225075","Uttarakhand",2002,"Professional_Profile","Others (Please Specify)","Male","45-59",13
"200240","Sikkim",2008,"Means_adopted","By Self Infliction of injury","Male","30-44",0
"67759","Goa",2001,"Education_Status","Post Graduate and Above","Male","0-100+",0
"76801","Gujarat",2005,"Means_adopted","By Over Alcoholism","Female","0-14",0
"182521","Punjab",2001,"Causes","Property Dispute","Male","30-44",0
"125751","Lakshadweep",2008,"Causes","Poverty","Male","30-44",0
"41513","Chhattisgarh",2002,"Professional_Profile","House Wife","Female","0-14",2
"165885","Nagaland",2007,"Means_adopted","By Self Infliction of injury","Female","45-59",0
"46628","Chhattisgarh",2011,"Professional_Profile","Self-employed (Business activity)","Female","15-29",1
"231615","West Bengal",2002,"Means_adopted","By Consuming Insecticides","Female","15-29",180
"34816","Chandigarh",2002,"Professional_Profile","Unemployed","Female","15-29",3
"233564","West Bengal",2005,"Social_Status","Never Married","Female","0-100+",1934
"231071","West Bengal",2001,"Means_adopted","By Fire-Arms","Male","15-29",1
"151146","Meghalaya",2005,"Causes","Family Problems","Female","60+",0
"218236","Uttar Pradesh",2002,"Professional_Profile","House Wife","Male","15-29",0
"50523","D & N Haveli",2006,"Means_adopted","By Over Alcoholism","Male","60+",0
"63170","Delhi (Ut)",2005,"Causes","Bankruptcy or Sudden change in Economic","Male","45-59",0
"137510","Maharashtra",2005,"Causes","Bankruptcy or Sudden change in Economic","Female","15-29",20
"206166","Tamil Nadu",2007,"Causes","Poverty","Male","15-29",12
"196096","Sikkim",2001,"Causes","Suspected/Illicit Relation","Male","30-44",0
